#,ประชาธิปัตย์:150,พลังประชารัฐ:150,อนาคตใหม่:150,ประชาชาติ:150,ภูมิใจไทย:150,เสรีรวมไทย:150,รวมพลังประชาชาติไทย:150,แทนคุณแผ่นดิน:150,เศรษฐกิจใหม่:150,ชาติไทยพัฒนา:150,เพื่อชาติ:150,กรีน:150,ประชาธิปไตยใหม่:150,พลังไทยรักไทย:150,ประชาภิวัฒน์:150,พลังสังคม:150,รักษ์ผืนป่าประเทศไทย:150,ความหวังใหม่:150,พลังชาติไทย:150,ภราดรภาพ:150,ถิ่นกาขาวชาววิไล:150,พลังไทยรักชาติ:150,พลังท้องถิ่นไท:150,ไทยศรีวิไลย์:150,พลังธรรมใหม่:150,ชาติพัฒนา:150,ประชานิยม:150,ไทรักธรรม:150,คลองไทย:150,ครูไทยเพื่อประชาชน:150,เพื่อแผ่นดิน:150,ประชาชนปฏิรูป:150,ไทยรักษาชาติ:150,เพื่อไทย:150,พลังศรัทธา:150,แผ่นดินธรรม:150,ทางเลือกใหม่:150,ประชาธรรมไทย:150,พลังไทสร้างชาติ:150,มหาชน:150,ภาคเครือข่ายไทย:150,มติประชา:150,พลังประชาธิปไตย:150,สามัญชน:150,กลาง:150,ประชากรไทย:150,พลังรัก:150,พลเมืองไทย:150,ชาติพันธุ์ไทย:150,พลังปวงชนไทย:150,ประชาไทย:150,เพื่อนไทย:150,สยามพัฒนา:150,อนาคตไทย:150,ไทยรุ่งเรือง:150,เครือข่ายชาวนาแห่งประเทศไทย:150,เพื่อชีวิตใหม่:150,ภูมิพลังเกษตรกรไทย:150,เพื่อคนไทย:150,ฐานรากไทย:150,ไทยธรรม:150,ผงึ้ หลวง:150,เพอื่ สหกรณ์ไทย:150,เพื่อไทยพัฒนา:150,พลังครูไทย:150,ประชาธิปไตยเพื่อประชาชน:150,รวมใจไทย:150,รักท้องถิ่นไทย:150,พลังไทยดี:150,สังคมประชาธิปไตยไทย:150,พลังแรงงานไทย:150,เพื่อธรรม:150,รักษ์ธรรม:150,พลังแผ่นดินทอง:150,ยางพาราไทย:150,พลังสหกรณ์:150,คนธรรมดาแห่งประเทศไทย:150,พัฒนาประเทศไทย:150,คนงานไทย:150,พลังคนกีฬา:150,กสิกรไทย:150
กระบี่-1,44346,30381,17783,8484,4784,3474,2032,1986,1596,1128,942,714,672,634,623,572,455,452,424,415,401,389,374,313,289,273,272,272,116,108,93,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
กระบี่-2,40014,12531,12412,5204,41978,1660,418,481,1227,298,858,150,993,146,0,0,216,169,324,0,0,0,705,205,286,243,538,110,593,106,247,289,0,6852,224,212,160,107,106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
กรุงเทพมหานคร-1,14348,23246,18091,91,806,1687,547,0,4522,212,168,0,0,0,54,0,301,0,27,62,36,0,426,223,0,0,23,25,0,24,33,268,0,15904,15,34,0,21,0,25,20,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
กรุงเทพมหานคร-2,16269,26909,26636,166,2947,3434,1022,0,5610,162,2142,0,0,0,36,41,246,0,86,19,38,0,103,0,0,189,49,0,0,40,0,195,0,0,0,51,0,23,0,27,23,55,102,47,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
กรุงเทพมหานคร-3,17029,25148,28444,235,1082,3832,546,0,5788,208,1209,0,101,0,186,29,247,0,129,36,0,147,284,183,102,369,40,28,0,142,0,350,0,0,32,34,0,25,34,27,12,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
กรุงเทพมหานคร-4,13890,27620,25588,420,898,3199,712,0,4408,202,3424,0,74,0,40,0,269,0,64,26,0,0,395,165,0,269,51,32,0,45,0,179,0,0,20,0,0,13,124,62,17,71,0,0,0,75,35,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
กรุงเทพมหานคร-5,18711,27667,25484,140,746,2583,603,0,5707,436,221,0,107,77,97,97,369,0,104,38,0,0,86,209,92,291,38,0,0,56,0,0,0,27897,0,0,0,16,0,30,24,9,82,0,0,0,0,0,164,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
กรุงเทพมหานคร-6,16525,28690,23980,115,1101,2471,811,0,5416,276,102,0,44,0,36,0,429,0,75,117,0,0,384,164,0,224,66,0,0,38,39,263,0,22275,0,0,0,0,16,49,3,15,0,0,0,0,59,63,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
กรุงเทพมหานคร-7,12896,25180,21339,259,1003,2006,658,0,3848,242,426,0,0,0,123,0,476,0,89,92,0,0,5160,238,0,224,97,32,0,39,81,164,0,23998,30,30,0,20,0,26,0,13,0,0,59,58,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
กรุงเทพมหานคร-8,15384,29090,25656,89,764,2338,690,0,5661,597,293,0,151,0,105,0,450,0,36,48,15,0,129,171,75,205,50,0,0,46,0,195,0,26122,25,0,0,43,0,73,11,10,0,0,64,0,31,20,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
กรุงเทพมหานคร-9,16255,34907,25735,147,1666,2593,760,0,5873,380,348,0,0,0,58,55,578,0,52,54,0,0,170,0,0,241,81,0,0,59,0,237,0,32115,25,0,0,49,46,0,38,23,71,0,0,98,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
กรุงเทพมหานคร-10,14061,22067,22062,164,0,2326,627,0,0,227,129,0,35,0,88,0,428,0,38,65,0,0,183,257,0,245,107,60,0,64,0,126,0,30800,0,40,0,28,0,0,26,8,0,0,0,0,0,0,0,0,16,0,113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
กรุงเทพมหานคร-11,24815,18960,25098,173,661,2363,336,0,4141,173,354,0,84,0,78,0,361,0,72,40,0,0,124,160,64,130,69,0,0,38,0,217,0,34679,62,0,0,33,18,0,26,0,0,37,0,0,0,0,0,19,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
กรุงเทพมหานคร-12,11075,27571,27629,127,4057,2394,625,0,5174,345,304,0,106,78,118,0,510,0,41,30,0,0,436,0,139,181,41,0,0,47,27,143,0,30254,0,0,58,56,28,30,37,16,0,0,0,145,0,0,0,30,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
กรุงเทพมหานคร-13,17958,27489,23707,1544,918,2091,677,0,4803,237,253,0,57,82,93,0,333,0,26,32,0,0,119,0,129,129,37,27,0,48,52,179,0,23912,0,0,71,13,0,21,0,0,101,0,0,0,0,75,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
กรุงเทพมหานคร-14,13375,25908,24461,206,1332,2424,5518,0,4767,225,140,0,53,0,80,0,368,0,71,44,20,0,129,202,85,159,44,27,0,48,0,230,0,31445,0,0,0,44,19,35,10,0,134,0,0,0,0,50,0,0,0,0,0,198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
กรุงเทพมหานคร-15,8949,31551,21186,320,627,1925,367,0,3557,119,169,0,17,0,219,16,0,0,71,19,11,0,76,209,0,260,77,50,0,26,0,111,0,30123,0,0,0,0,0,81,32,0,116,0,24,0,15,34,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
กรุงเทพมหานคร-16,10683,29304,26352,329,876,2652,1241,0,4389,245,108,0,116,106,106,0,281,0,78,69,33,73,134,0,52,363,72,0,0,97,0,145,0,31481,0,94,0,40,19,29,71,0,0,0,0,0,0,0,0,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
กรุงเทพมหานคร-17,8868,25329,18391,732,0,1781,7190,28,2070,96,108,0,56,0,32,0,223,0,41,37,12,121,142,179,89,88,67,32,0,58,0,60,0,24610,0,0,0,174,30,13,15,0,306,0,126,65,0,0,0,159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
กรุงเทพมหานคร-18,7295,20739,22346,229,603,2143,955,0,3119,275,256,0,72,0,69,0,214,0,59,22,0,0,179,275,105,180,58,19,0,137,0,71,0,35361,0,0,0,47,30,28,15,0,0,0,0,0,0,124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
กรุงเทพมหานคร-19,16284,28203,23554,352,767,2094,957,0,5082,174,168,0,75,86,105,0,341,0,47,39,0,0,99,0,102,211,54,32,0,87,66,171,0,21839,0,0,0,14,49,46,10,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
กรุงเทพมหานคร-20,18548,29557,40483,426,3365,5447,872,0,6879,217,5130,0,90,1130,133,0,473,0,54,37,18,0,89,0,0,329,24,53,0,66,0,216,0,0,0,75,0,49,80,65,8,0,0,0,55,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
กรุงเทพมหานคร-21,14339,28944,35702,182,850,4263,485,0,6387,377,5514,0,68,0,83,0,426,0,109,61,0,0,93,0,197,272,52,0,0,77,0,225,0,0,0,0,0,0,49,68,45,0,0,0,52,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
กรุงเทพมหานคร-22,20376,27421,34368,469,1569,6488,599,0,6283,1445,2680,0,0,0,187,0,398,0,177,53,46,0,178,321,0,374,56,0,0,0,0,232,0,0,0,106,277,46,120,0,16,0,0,71,67,0,0,79,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
กรุงเทพมหานคร-23,17247,26015,27651,139,2379,3036,425,0,5617,184,134,0,0,102,35,0,292,0,61,56,27,0,80,212,0,127,52,22,0,63,0,157,0,24959,0,0,121,62,52,107,0,0,0,0,78,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
กรุงเทพมหานคร-24,14784,29154,38409,1113,6748,7187,590,0,5859,914,2908,0,60,0,28,0,405,0,137,20,42,0,443,0,146,529,58,21,0,144,0,112,0,0,24,30,0,30,108,0,30,0,0,0,45,0,0,0,0,15,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
กรุงเทพมหานคร-25,23425,16782,38340,136,2376,5358,455,0,5260,416,2467,0,100,0,118,0,257,0,94,114,0,0,535,275,0,251,34,61,0,96,0,114,0,0,59,0,0,31,80,0,58,0,0,0,45,0,0,40,0,46,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
กรุงเทพมหานคร-26,19202,18032,27244,53,602,2622,508,0,4309,149,244,0,0,125,30,0,261,0,32,182,0,0,163,289,0,166,78,29,0,42,0,145,0,30538,0,31,0,45,0,0,0,0,0,0,37,72,0,51,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
กรุงเทพมหานคร-27,23803,24981,29545,129,886,3834,542,0,5213,358,168,0,145,191,182,0,375,0,104,127,0,0,250,335,0,319,32,0,0,0,0,323,0,28367,0,53,0,23,39,38,61,0,0,0,67,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
กรุงเทพมหานคร-28,17279,29413,29590,0,2391,3755,429,0,0,267,104,0,0,159,90,0,326,0,96,102,0,0,185,0,0,812,68,0,0,116,0,273,0,23510,0,38,0,0,43,0,35,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
กรุงเทพมหานคร-29,13612,24622,23477,205,772,3407,537,0,5077,285,293,0,32,166,126,36,262,0,98,53,0,52,257,0,175,287,54,93,0,59,0,227,0,28765,0,0,0,18,0,0,16,0,109,0,91,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
กรุงเทพมหานคร-30,17535,31394,23724,127,766,3991,695,0,5344,360,186,0,58,64,75,52,437,0,59,58,0,60,351,211,0,170,37,0,0,54,134,257,0,25745,0,56,0,52,22,0,19,0,0,0,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
กาญจนบุรี-1,15952,40308,25696,0,4450,5251,590,0,0,563,2844,0,0,0,160,56,877,0,209,105,0,0,368,563,0,652,283,0,0,199,0,115,0,0,108,72,0,0,82,479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,248,118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
กาญจนบุรี-2,20656,32882,13533,0,3461,2083,376,0,914,0,5685,0,0,0,131,0,159,0,0,0,0,0,128,198,0,81,95,125,0,74,0,0,0,0,112,0,0,0,0,29,0,0,0,0,0,0,0,183,0,79,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
กาญจนบุรี-3,26637,14393,20087,0,30582,6879,283,0,1262,432,2479,0,0,0,373,223,229,0,154,0,0,138,369,390,0,1468,395,0,0,133,0,0,0,0,0,0,0,0,0,53,0,0,392,0,0,0,0,0,0,342,0,0,0,0,85,194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
กาญจนบุรี-4,21924,30287,21995,270,4327,3197,553,0,755,433,4742,0,0,0,105,0,164,0,177,207,156,418,1030,189,227,675,112,289,0,630,0,70,0,0,0,0,0,175,0,53,0,0,0,0,0,0,0,0,0,848,831,0,0,0,176,799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
กาญจนบุรี-5,8226,21363,11025,0,6524,2827,255,0,574,250,0,0,0,0,1020,0,295,0,129,0,0,173,574,169,0,167,57,61,0,63,0,0,0,0,0,0,0,0,0,27,0,0,401,0,0,0,0,0,0,91,0,0,0,0,30,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
กาฬสินธุ์-1,1317,9014,17750,0,32275,1787,244,26,786,141,769,308,40,128,58,0,37,328,92,61,0,0,763,78,0,0,101,474,0,233,64,175,0,37532,28,139,0,153,0,0,0,0,49,853,0,0,0,0,0,186,166,0,0,0,0,0,240,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
กาฬสินธุ์-2,1238,13699,12059,0,30003,1411,145,21,463,306,389,218,90,0,210,0,175,385,66,0,0,0,3955,83,0,0,133,233,0,40,29,226,0,38058,0,105,0,232,0,0,0,0,480,0,85,0,0,54,0,0,133,0,0,0,0,0,406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
กาฬสินธุ์-3,3699,30373,17503,606,2322,1035,146,0,591,299,3495,174,77,305,278,0,531,249,140,137,0,0,722,272,0,0,380,210,0,55,81,230,0,32588,0,65,0,166,120,0,0,0,134,129,0,0,0,103,0,833,193,0,0,0,0,0,76,116,989,830,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
กาฬสินธุ์-4,2791,17196,14973,0,3074,1239,229,0,1725,493,3573,68,131,199,523,0,205,716,428,0,0,0,686,0,867,592,115,81,0,83,73,0,0,45503,0,58,0,113,107,0,0,0,118,0,0,45,0,332,0,2949,110,0,864,0,0,0,22,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
กาฬสินธุ์-5,1111,18266,17625,0,2841,1965,411,248,546,2265,567,847,40,290,121,0,405,2401,56,487,0,0,8460,0,0,368,90,21,0,67,230,0,0,40262,0,174,0,20,242,0,0,0,271,1060,128,352,0,0,0,0,89,0,72,0,0,0,26,68,1430,0,153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
กำแพงเพชร-1,9732,32642,11416,0,17082,1195,667,0,1189,332,645,0,251,254,91,0,295,0,191,275,0,0,618,248,0,0,54,0,0,116,69,167,0,18834,0,174,0,0,0,0,0,0,136,0,0,245,0,288,0,0,0,0,0,0,0,68,0,0,0,0,0,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
กำแพงเพชร-2,13261,34271,0,0,12891,1502,475,0,1086,707,439,0,157,388,349,0,295,0,796,338,0,0,3634,0,0,227,406,71,0,338,0,248,0,18626,0,225,0,0,0,0,0,0,149,0,0,0,0,0,0,133,0,0,0,0,0,165,0,0,0,0,0,138,281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
กำแพงเพชร-3,21071,31127,8966,0,849,981,510,0,676,68,902,0,81,541,81,0,159,0,119,0,0,0,226,178,0,195,122,53,0,687,0,51,0,18522,0,114,0,31,0,0,37,0,59,0,0,54,0,0,0,112,0,0,0,0,0,82,0,0,0,0,0,297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
กำแพงเพชร-4,5351,30112,8242,0,11536,1011,472,0,612,220,487,0,0,467,134,0,150,0,322,0,0,0,1135,152,0,582,210,57,0,0,0,43,0,26446,0,175,0,0,0,0,41,0,67,0,0,0,0,0,0,220,0,0,0,0,0,738,0,0,0,0,0,38,132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ขอนแก่น-1,5014,21935,38717,198,581,2977,697,73,4656,5325,228,0,181,117,115,0,227,100,0,0,0,0,274,276,79,103,104,98,0,105,125,245,0,29396,0,61,0,13,60,0,111,0,0,0,0,0,0,51,0,24,0,0,232,0,0,20,0,0,0,9,0,73,0,320,119,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ขอนแก่น-2,2263,46276,21449,57,831,1871,261,34,2225,219,2422,0,0,91,176,38,211,0,47,0,0,0,495,205,80,0,91,43,0,197,177,120,0,34115,43,57,0,0,61,95,18,0,0,0,0,25,0,332,0,64,0,0,106,0,0,0,0,0,0,213,0,52,0,93,241,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ขอนแก่น-3,1181,26636,29274,185,7577,932,374,265,475,419,590,0,766,776,169,9,146,0,208,0,0,0,237,286,85,98,118,39,0,323,97,56,0,34676,0,37,0,0,23,14,49,0,0,165,0,17,0,0,0,188,0,0,0,0,0,0,0,0,0,15,0,26,0,113,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ขอนแก่น-4,1748,15320,30603,687,1476,1477,387,224,799,583,1044,0,243,569,259,0,296,0,414,0,0,0,177,146,34,421,278,80,0,97,158,60,0,45092,0,117,0,0,178,68,47,0,0,0,112,135,0,283,0,950,0,0,355,0,0,0,0,0,0,509,0,81,0,746,0,124,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ขอนแก่น-5,1162,21024,9574,54,354,2867,142,0,325,298,3890,0,204,84,335,0,185,0,50,0,0,0,102,0,0,427,95,33,0,101,82,70,0,39112,0,129,64,201,166,0,598,0,0,0,0,905,0,0,0,0,45,0,142,0,0,0,0,0,0,6,0,17,0,379,0,60,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0
ขอนแก่น-6,1706,27694,13377,174,307,0,138,14,655,350,5834,0,230,230,28,0,273,0,21,0,0,0,1273,0,0,322,321,24,0,264,29,0,0,32751,0,0,62,68,188,824,193,0,77,0,0,39,919,157,0,158,23,0,0,0,0,0,0,0,0,0,0,71,0,126,0,0,0,63,0,0,0,0,0,0,0,0,0,0,0,0,0
ขอนแก่น-7,889,26553,12414,9350,549,1062,473,53,417,200,1767,0,132,442,106,0,156,0,51,0,0,0,130,106,318,255,187,599,0,798,55,72,0,29710,0,69,217,147,129,107,12,0,0,0,0,0,0,229,0,0,0,0,0,0,0,263,0,0,0,65,0,42,0,564,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ขอนแก่น-8,1003,10984,12266,119,2133,1408,137,33,478,444,1036,0,0,184,75,0,368,0,270,0,0,0,288,160,233,177,84,33,0,827,55,103,0,53205,0,66,179,0,94,720,146,0,0,0,172,0,479,1256,0,88,0,0,837,0,0,108,0,0,0,19,0,0,0,92,113,122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ขอนแก่น-9,728,11214,8633,786,4576,1057,534,81,777,303,70,0,20,88,98,0,334,0,76,0,0,0,250,150,63,0,55,14,0,208,117,28,0,51843,247,25,130,2550,837,27,70,0,0,0,83,0,0,56,0,374,0,0,250,0,0,0,0,0,0,66,0,43,0,298,0,68,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ขอนแก่น-10,791,14439,9588,160,19997,744,129,32,528,385,3100,0,123,121,113,0,97,0,77,0,0,0,7936,87,48,75,35,15,0,129,22,39,0,30111,0,14,0,47,13,230,16,0,57,0,0,306,20,327,0,257,0,0,0,0,0,186,0,0,0,33,0,0,0,39,39,28,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0
จันทบุรี-1,12589,25661,26805,0,14692,4360,575,0,1911,369,1104,76,284,0,96,0,455,0,57,0,0,0,356,249,0,0,45,52,0,364,0,65,0,0,0,0,0,300,0,0,0,0,0,0,0,0,0,181,183,0,0,0,0,0,0,85,0,0,0,0,0,0,0,0,0,0,304,0,50,0,0,0,0,0,0,0,0,0,0,0,0
จันทบุรี-2,19711,27766,28750,0,2216,7071,920,0,1265,2044,747,98,469,0,234,0,370,0,532,0,0,0,364,395,0,0,104,172,0,154,0,271,0,0,0,0,202,372,0,0,0,0,0,0,0,0,0,0,621,0,0,0,0,0,0,441,0,0,0,328,0,0,0,0,0,0,0,0,217,0,0,0,0,0,0,0,0,0,0,0,0
จันทบุรี-3,16023,26892,32687,0,9879,6310,711,0,1149,2288,4106,148,306,0,515,0,498,0,252,0,0,0,247,425,0,0,566,119,0,141,240,252,0,0,0,0,227,307,0,0,210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,0,0,0,156,0,0,0,0,0,0,0,0,58,0,0,0,0,0,0,0,0,0,0,0,0
ฉะเชิงเทรา-1,9100,30116,35045,0,22761,2741,348,105,2109,0,0,0,103,0,154,0,323,0,58,0,0,0,416,0,0,0,249,117,0,0,0,94,0,0,0,0,0,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,234,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0
ฉะเชิงเทรา-2,5769,44500,12103,0,570,1560,160,167,1078,185,46,239,0,0,113,0,255,0,86,0,0,0,208,0,0,0,53,0,0,0,0,101,0,34926,0,0,0,0,0,24,0,0,72,0,0,0,0,144,0,32,0,0,0,0,0,173,0,0,0,0,557,0,0,0,0,0,0,0,35,57,0,0,0,0,0,0,0,0,0,0,0
ฉะเชิงเทรา-3,4608,31265,15513,0,4530,1981,407,318,1266,0,155,118,137,0,493,0,370,0,88,0,0,273,358,0,0,0,108,121,0,0,0,135,0,23462,0,0,356,0,0,97,0,0,0,0,0,0,0,331,0,953,0,0,0,0,0,182,0,0,0,0,0,0,0,0,0,0,0,0,0,136,0,0,0,0,0,0,0,0,0,0,0
ฉะเชิงเทรา-4,10379,39361,42342,0,697,4098,313,233,2354,0,2111,0,0,0,74,0,340,0,269,0,0,0,401,0,0,0,444,0,0,0,0,250,0,0,0,0,0,0,0,96,0,0,500,0,0,0,0,0,0,94,197,0,0,0,0,604,0,0,0,0,0,0,0,0,0,0,0,0,368,292,0,0,0,0,0,0,0,0,0,0,0
ชลบุรี-1,8362,38268,27430,0,8266,5199,388,0,5327,178,109,0,0,0,250,0,209,0,296,0,0,0,0,436,0,399,49,54,0,111,0,162,0,14877,0,0,0,0,0,0,149,0,130,0,0,0,0,0,0,84,0,0,0,0,160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,624,0,0,0,0,0,0,0,0,0,0,0
ชลบุรี-2,6020,42427,21147,0,20853,2707,485,0,2903,96,69,0,0,0,63,0,159,0,216,0,0,0,0,311,0,235,50,140,0,107,0,0,0,11102,0,0,0,0,0,0,0,0,107,0,0,78,0,0,0,19,0,0,0,0,108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,302,0,0,0,0,0,0,0,0,0,0,0
ชลบุรี-3,5458,54644,15038,0,13815,2422,263,0,1623,66,64,0,0,0,176,0,165,0,103,0,0,0,0,344,0,306,97,0,0,74,0,74,0,10025,109,0,0,0,0,32,0,0,80,0,0,0,0,109,0,29,0,0,0,0,215,124,0,0,0,0,0,534,0,0,0,0,0,0,0,67,0,0,0,0,0,0,0,0,0,0,0
ชลบุรี-4,10940,31261,14732,0,9426,1685,248,0,1933,327,52,0,0,0,118,0,83,0,53,0,0,0,208,407,0,160,133,76,0,0,0,38,0,21021,0,0,0,0,0,133,0,0,0,0,0,0,0,96,0,54,0,0,0,0,938,59,0,0,0,0,0,64,0,0,0,0,0,0,0,224,0,0,0,0,0,0,0,0,0,0,0
ชลบุรี-5,9696,38321,43284,0,1722,7591,517,0,4346,373,1604,0,0,0,76,0,331,0,169,0,0,0,1103,558,0,745,54,103,0,109,0,0,0,0,0,0,0,0,0,61,0,100,0,0,0,0,0,0,0,78,0,0,0,0,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,530,0,0,0,0,0,0,0,0,0,0,0
ชลบุรี-6,6582,33440,39189,0,4345,7155,719,0,2933,212,0,0,0,0,89,0,157,0,292,0,0,0,215,580,0,345,107,49,0,88,0,94,0,0,66,0,0,0,0,38,61,0,104,0,0,0,0,45,0,362,0,0,0,0,75,0,118,0,0,0,0,0,0,0,0,0,0,0,0,414,0,0,0,0,0,0,0,0,0,0,0
ชลบุรี-7,5243,28001,31247,0,6946,7708,690,0,2256,289,1383,0,0,0,229,0,336,0,259,0,0,0,244,273,0,670,136,129,0,104,0,64,0,0,117,0,0,0,0,0,0,0,0,0,0,0,0,115,0,137,0,0,0,0,148,0,0,0,0,0,0,55,0,0,0,0,0,0,0,164,0,0,0,0,0,0,0,0,0,0,0
